id,nome,categoria,observacoes,sdf_original,sdf_novo_path
1,AKC_1573406414666180226163222,SYNTHETIC,,1.sdf,sdfs/1.sdf
2,AKC_1573406414666180226163222,SYNTHETIC,,2.sdf,sdfs/2.sdf
3,AKC_1573406414666180226163222,SYNTHETIC,,3.sdf,sdfs/3.sdf
5,AKC_1573406417666210216154428,SYNTHETIC,,5.sdf,sdfs/5.sdf
6,AKC_1573406417666210216154428,SYNTHETIC,,6.sdf,sdfs/6.sdf
7,AKC_1573406417666210216154428,SYNTHETIC,,7.sdf,sdfs/7.sdf
8,AKC_1573406417666210216154428,SYNTHETIC,,8.sdf,sdfs/8.sdf
9,AKC_1573406417666210216154428,SYNTHETIC,,9.sdf,sdfs/9.sdf
10,AKC_ph15020148,SYNTHETIC,,10.sdf,sdfs/10.sdf
11,AKC_AAC.37.5.991,SYNTHETIC,,11.sdf,sdfs/11.sdf
12,AKC_AAC.37.5.991,SYNTHETIC,,12.sdf,sdfs/12.sdf
13,AKC_AAC.37.5.991,SYNTHETIC,,13.sdf,sdfs/13.sdf
14,AKC_j.bmcl.2021.128289,SYNTHETIC,Em estudo Jessika,14.sdf,sdfs/14.sdf
15,AKC_j.ejmech.2007.02.010,SYNTHETIC,,15.sdf,sdfs/15.sdf
16,AKC_j.ejmech.2007.02.010,SYNTHETIC,,16.sdf,sdfs/16.sdf
17,AKC_AAC.02529-15,SYNTHETIC,Artigo escondeu as estruturas,17.sdf,sdfs/17.sdf
18,AKC_AAC.02529-15,SYNTHETIC,Artigo escondeu as estruturas,18.sdf,sdfs/18.sdf
19,AKC_AAC.02529-15,SYNTHETIC,Artigo escondeu as estruturas,19.sdf,sdfs/19.sdf
20,AKC_AAC.02529-15,SYNTHETIC,Artigo escondeu as estruturas,20.sdf,sdfs/20.sdf
21,AKC_j.ejmech.2015.09.002,SYNTHETIC,Achei muito legal para virtual screening,21.sdf,sdfs/21.sdf
22,AKC_j.ejmech.2020.112956,SYNTHETIC,Achei muito legal para virtual screening,22.sdf,sdfs/22.sdf
23,AKC_j.ejmech.2018.06.001,SYNTHETIC,Sem Alvo,23.sdf,sdfs/23.sdf
24,AKC_j.ejmech.2012.04.029,SYNTHETIC,,24.sdf,sdfs/24.sdf
25,AKC_j.ejmech.2012.03.003,SYNTHETIC,,25.sdf,sdfs/25.sdf
26,AKC_j.ejmech.2012.03.003,SYNTHETIC,,26.sdf,sdfs/26.sdf
27,AKC_j.ejmech.2012.03.003,SYNTHETIC,,27.sdf,sdfs/27.sdf
28,AKC_j.vetpar.2016.01.002,SYNTHETIC,,28.sdf,sdfs/28.sdf
29,AKC_j.ejmech.2013.08.028,SYNTHETIC,Sem alvo,29.sdf,sdfs/29.sdf
30,AKC_AAC.01299-10,SYNTHETIC,Sem alvo total,30.sdf,sdfs/30.sdf
31,AKC_c6ob01149g,SYNTHETIC,Sem alvo,31.sdf,sdfs/31.sdf
32,AKC_j.ejmech.2009.09.012,SYNTHETIC,Tóxicos para o macrófago.,32.sdf,sdfs/32.sdf
33,AKC_j.ejmech.2018.05.014,SYNTHETIC,Sem alvo,33.sdf,sdfs/33.sdf
34,AKC_/j.ejmech.2017.03.016,SYNTHETIC,,34.sdf,sdfs/34.sdf
35,AKC_10.1016C,SYNTHETIC,Muito bom para screening,35.sdf,sdfs/35.sdf
36,AKC_c5ob00280j,SYNTHETIC,Insolúvel demais,36.sdf,sdfs/36.sdf
37,AKC_fmc-2017-0120,SYNTHETIC,Artigo bloqueado,37.sdf,sdfs/37.sdf
38,AKC_molecules21060802,SYNTHETIC,,38.sdf,sdfs/38.sdf
39,AKC_molecules21060802,SYNTHETIC,,39.sdf,sdfs/39.sdf
40,AKC_j.ejmech.2017.09.045,SYNTHETIC,,40.sdf,sdfs/40.sdf
41,AKC_j.actatropica.2010.10.011,SYNTHETIC,Sem alvo,41.sdf,sdfs/41.sdf
42,AKC_s11030-019-09953-4,SYNTHETIC,Sem alvo,42.sdf,sdfs/42.sdf
43,AKC_j.bmcl.2011.01.026,SYNTHETIC,Muito bom para screening,43.sdf,sdfs/43.sdf
44,AKC_14756360600700517,SYNTHETIC,,44.sdf,sdfs/44.sdf
45,AKC_tswj/2010/174124,SYNTHETIC,Interessante,45.sdf,sdfs/45.sdf
46,AKC_tswj/2010/174124,SYNTHETIC,Interessante,46.sdf,sdfs/46.sdf
47,AKC_1475636021000005749,SYNTHETIC,Sem alvo,47.sdf,sdfs/47.sdf
48,AKC_j.bmc.2013.09.002,SYNTHETIC,Muito bom para screening,48.sdf,sdfs/48.sdf
49,AKC_j.ejmech.2015.02.038,SYNTHETIC,,49.sdf,sdfs/49.sdf
50,AKC_j.ejmech.2015.02.038,SYNTHETIC,Muito bom para screening,50.sdf,sdfs/50.sdf
51,AKC_AJPP2016.4401,SYNTHETIC,Muito bom para screening,51.sdf,sdfs/51.sdf
52,AKC_acs.jmedchem.5b01456,SYNTHETIC,Muito bom para screening,52.sdf,sdfs/52.sdf
53,AKC_molecules18044718,SYNTHETIC,Muito bom para screening,53.sdf,sdfs/53.sdf
54,AKC_j.bmc.2018.06.033,SYNTHETIC,,54.sdf,sdfs/54.sdf
55,AKC_AAC.02582-15,SYNTHETIC,,55.sdf,sdfs/55.sdf
56,AKC_j.ejmech.2014.12.051,SYNTHETIC,,56.sdf,sdfs/56.sdf
57,AKC_S0925-4439(02)00088-1,SYNTHETIC,Antigo - PTR1,57.sdf,sdfs/57.sdf
58,AKC_j.bmcl.2009.07.081,SYNTHETIC,,58.sdf,sdfs/58.sdf
59,AKC_2047773211Y.0000000005,SYNTHETIC,,59.sdf,sdfs/59.sdf
60,AKC_j.ejmech.2018.03.014,SYNTHETIC,Muito bom para screening,60.sdf,sdfs/60.sdf
61,AKC_C4MD00298A,SYNTHETIC,Muito bom para screening,61.sdf,sdfs/61.sdf
62,AKC_C4MD00298A,SYNTHETIC,Muito bom para screening,61_alt_1.sdf,sdfs/62.sdf
63,AKC_s00436-021-07266-w,SYNTHETIC,,62.sdf,sdfs/63.sdf
64,AKC_10406638.2022.2092877,SYNTHETIC,,63.sdf,sdfs/64.sdf
65,AKC_acs.jmedchem.1c00813,SYNTHETIC,,64.sdf,sdfs/65.sdf
66,AKC_ijms21186839,SYNTHETIC,Muito bom para screening,65.sdf,sdfs/66.sdf
67,AKC_ardp.201900241,SYNTHETIC,,66.sdf,sdfs/67.sdf
68,AKC_jhet.3812,SYNTHETIC,,67.sdf,sdfs/68.sdf
69,AKC_j.bmc.2019.115187,SYNTHETIC,Muito bom para screening,68.sdf,sdfs/69.sdf
70,AKC_j.bmc.2019.07.009,SYNTHETIC,Muito bom para screening,69.sdf,sdfs/70.sdf
71,AKC_s11030-018-9830-7,SYNTHETIC,,70.sdf,sdfs/71.sdf
72,AKC_cbdd.13326,SYNTHETIC,,71.sdf,sdfs/72.sdf
73,AKC_acsmedchemlett.8b00053,SYNTHETIC,Muito bom para screening,72.sdf,sdfs/73.sdf
74,AKC_j.ejmech.2018.04.033,SYNTHETIC,Muito bom para screening,73.sdf,sdfs/74.sdf
75,AKC_1573406414666180226163222,SYNTHETIC,,74.sdf,sdfs/75.sdf
76,AKC_s00044-017-1824-y,SYNTHETIC,,75.sdf,sdfs/76.sdf
77,AKC_acs.jmedchem.6b01447,SYNTHETIC,Muito bom para screening,76.sdf,sdfs/77.sdf
78,AKC_j.ejmech.2016.07.014,SYNTHETIC,,77.sdf,sdfs/78.sdf
79,AKC_j.ejmech.2020.112956,SYNTHETIC,Muito bom para screening,78.sdf,sdfs/79.sdf
80,AKC_j.heliyon.2020.e03614,SYNTHETIC,,79.sdf,sdfs/80.sdf
81,AKC_s11033-020-05887-5,SYNTHETIC,,80.sdf,sdfs/81.sdf
82,AKC_j.ejmech.2022.114675,SYNTHETIC,,81.sdf,sdfs/82.sdf
83,AKC_molecules27175401,SYNTHETIC,,82.sdf,sdfs/83.sdf
84,acsinfecdis.2c00325,SYNTHETIC,Excelente para o LigBrs,83.sdf,sdfs/84.sdf
85,AKC_ph15080998,SYNTHETIC,Fazer screening URGENTE,84.sdf,sdfs/85.sdf
86,AKC_ph15081005,NATURAL,,85.sdf,sdfs/86.sdf
87,AKC_j.phymed.2022.154221,SYNTHETIC,,86.sdf,sdfs/87.sdf
88,AKC_slct.202201664,SYNTHETIC,Fazer screening URGENTE,87.sdf,sdfs/88.sdf
89,AKC_j.ejmech.2022.114367,SYNTHETIC,Fazer screening URGENTE,88.sdf,sdfs/89.sdf
90,AKC_1568026622666220707095718,NATURAL,,89.sdf,sdfs/90.sdf
91,AKC_pharmaceutics14071373,SYNTHETIC,Muito bom para screening,90.sdf,sdfs/91.sdf
92,AKC_j.exppara.2022.108269,SYNTHETIC,Derivado PN,91.sdf,sdfs/92.sdf
93,AKC_tropicalmed7060112,SYNTHETIC,,92.sdf,sdfs/93.sdf
94,AKC_j.bioorg.2022.105766,SYNTHETIC,,93.sdf,sdfs/94.sdf
95,AKC_cmdc.202200023,SYNTHETIC,Fazer screening URGENTE,94.sdf,sdfs/95.sdf
96,AKC_j.molstruc.2022.132528,SYNTHETIC,Muito bom para screening,95.sdf,sdfs/96.sdf
97,AKC_D2MD00078D,SYNTHETIC,Artigo Bloqueado,96.sdf,sdfs/97.sdf
98,AKC_j.exppara.2022.108253,SYNTHETIC,Fazer screening URGENTE,97.sdf,sdfs/98.sdf
99,AKC_s00436-022-07431-9,SYNTHETIC,,98.sdf,sdfs/99.sdf
100,AKC_ph15040446,SYNTHETIC,,99.sdf,sdfs/100.sdf
101,AKC_s11686-021-00457-6,SYNTHETIC,,100.sdf,sdfs/101.sdf
102,AKC_j.ejmech.2021.113915,SYNTHETIC,,101.sdf,sdfs/102.sdf
103,AKC_j.cbi.2021.109690,SYNTHETIC,,102.sdf,sdfs/103.sdf
104,AKC_j.cbi.2021.109690,SYNTHETIC,,103.sdf,sdfs/104.sdf
105,AKC_14756366.2022.2117316,SYNTHETIC,,104.sdf,sdfs/105.sdf
106,AKC_14756366.2022.2117316,SYNTHETIC,,104_2.sdf,sdfs/106.sdf
107,AKC_14756366.2022.2117316,SYNTHETIC,Fazer screening URGENTE,105.sdf,sdfs/107.sdf
108,AKC_acsmedchemlett.2c00170,SYNTHETIC,Fazer screening URGENTE,106.sdf,sdfs/108.sdf
109,AKC_cmdc.202100413,SYNTHETIC,,107.sdf,sdfs/109.sdf
110,AKC_ijms222413613,SYNTHETIC,,108.sdf,sdfs/110.sdf
111,AKC_molecules26247473,SYNTHETIC,Incerto,109.sdf,sdfs/111.sdf
112,AKC_j.bioorg.2021.105414,SYNTHETIC,,110.sdf,sdfs/112.sdf
113,AKC_journal.pone.0258996,SYNTHETIC,,111.sdf,sdfs/113.sdf
114,AKC_journal.pone.0259008,SYNTHETIC,Fazer screening URGENTE,112.sdf,sdfs/114.sdf
115,AKC_j.intimp.2021.108130,NATURAL,,113.sdf,sdfs/115.sdf
116,AKC_j.ejmech.2021.113516,SYNTHETIC,Muito bom para screening,114.sdf,sdfs/116.sdf
117,AKC_j.biochi.2021.06.015,NATURAL,,115.sdf,sdfs/117.sdf
118,AKC_acs.jmedchem.1c00725,SYNTHETIC,,116.sdf,sdfs/118.sdf
119,AKC_acsmedchemlett.1c00193,SYNTHETIC,,117.sdf,sdfs/119.sdf
120,AKC_j.biopha.2021.111857,SYNTHETIC,,118.sdf,sdfs/120.sdf
121,AKC_j.bioorg.2021.105141,SYNTHETIC,Muito bom para screening,119.sdf,sdfs/121.sdf
122,AKC_cbdv.202100381,NATURAL,,120.sdf,sdfs/122.sdf
123,AKC_jcb.29922,DRUG,,121.sdf,sdfs/123.sdf
124,AKC_acs.jmedchem.1c00813,SYNTHETIC,,122.sdf,sdfs/124.sdf
125,AKC_fmb-2020-0320,SYNTHETIC,,123.sdf,sdfs/125.sdf
126,AKC_j.ijpddr.2021.02.006,SYNTHETIC,,124.sdf,sdfs/126.sdf
127,AKC_j.ijpddr.2021.02.006,SYNTHETIC,Muito bom para screening,125.sdf,sdfs/127.sdf
128,AKC_j.parint.2021.102342,SYNTHETIC,,126.sdf,sdfs/128.sdf
129,AKC_acsinfecdis.0c00855,SYNTHETIC,,127.sdf,sdfs/129.sdf
130,AKC_AAC.01513-20,SYNTHETIC,,128.sdf,sdfs/130.sdf
131,AKC_s00436-021-07169-w,NATURAL,,129.sdf,sdfs/131.sdf
132,AKC_s00436-021-07169-w,SYNTHETIC,Muito bom para screening,130.sdf,sdfs/132.sdf
133,AKC_acs.jmedchem.1c00047,SYNTHETIC,Sensacional,131.sdf,sdfs/133.sdf
134,AKC_j.bioorg.2021.104816,SYNTHETIC,Muito bom para screening,132.sdf,sdfs/134.sdf
135,AKC_j.bioorg.2021.104816,SYNTHETIC,Muito bom para screening,132_2.sdf,sdfs/135.sdf
136,AKC_jhet.4217,SYNTHETIC,,133_NLwIx7o.sdf,sdfs/136.sdf
137,AKC_jhet.4217,SYNTHETIC,,134_fj3y5Jv.sdf,sdfs/137.sdf
138,AKC_j.ejmech.2020.113101,SYNTHETIC,,135_Obmy7nd.sdf,sdfs/138.sdf
139,AKC_j.jddst.2020.101988,SYNTHETIC,,136.sdf,sdfs/139.sdf
140,AKC_fchem.2020.624678,SYNTHETIC,,137.sdf,sdfs/140.sdf
141,AKC_acsinfecdis.0c00546,SYNTHETIC,Fazer screening URGENTE,138.sdf,sdfs/141.sdf
142,AKC_10406638.2021.2014532,SYNTHETIC,Artigo Bloqueado,139.sdf,sdfs/142.sdf
143,AKC_07391102.2021.1973564,SYNTHETIC,Artigo Bloqueado,140.sdf,sdfs/143.sdf
144,AKC_biom11010056,SYNTHETIC,,141.sdf,sdfs/144.sdf
145,AKC_cbdv.202000839,SYNTHETIC,,142.sdf,sdfs/145.sdf
146,AKC_cbdv.202000839,SYNTHETIC,,142_2.sdf,sdfs/146.sdf
147,AKC_j.biopha.2020.111049,SYNTHETIC,,143.sdf,sdfs/147.sdf
148,AKC_j.biopha.2020.111049,SYNTHETIC,Fazer screening URGENTE,144.sdf,sdfs/148.sdf
149,AKC_j.biopha.2020.111049,SYNTHETIC,,145.sdf,sdfs/149.sdf
150,AKC_j.biopha.2020.111049,SYNTHETIC,,146.sdf,sdfs/150.sdf
151,AKC_j.biopha.2020.111049,SYNTHETIC,Fazer screening URGENTE,147.sdf,sdfs/151.sdf
152,AKC_j.biopha.2020.111049,SYNTHETIC,Fazer screening URGENTE,148.sdf,sdfs/152.sdf
153,AKC_j.intimp.2020.107124,NATURAL,,149.sdf,sdfs/153.sdf
154,AKC_14786419.2020.1765347,NATURAL,,150.sdf,sdfs/154.sdf
155,AKC_14786419.2020.1747457,NATURAL,,151.sdf,sdfs/155.sdf
156,AKC_14786419.2019.1619725,NATURAL,,152.sdf,sdfs/156.sdf
157,AKC_fphar.2020.584668,SYNTHETIC,,153.sdf,sdfs/157.sdf
158,AKC_fvets.2020.00527,NATURAL,,154.sdf,sdfs/158.sdf
159,AKC_journal.pone.0243392,SYNTHETIC,,155.sdf,sdfs/159.sdf
160,AKC_j.ijpharm.2020.119764,SYNTHETIC,Pouco Solúvel,156.sdf,sdfs/160.sdf
161,akc_journal.pntd.0007235,SYNTHETIC,,157.sdf,sdfs/161.sdf
162,AKC_acs.jmedchem.0c01589,SYNTHETIC,,158.sdf,sdfs/162.sdf
163,AKC_acs.jmedchem.0c01589,SYNTHETIC,Fazer screening URGENTE,159.sdf,sdfs/163.sdf
164,AKC_journal.pone.0241855,SYNTHETIC,Muito bom para screening / Produto Natural,160.sdf,sdfs/164.sdf
165,s11033-020-05887-5,SYNTHETIC,,161.sdf,sdfs/165.sdf
166,AKC_s00044-020-02619-z,SYNTHETIC,Fazer screening URGENTE,162.sdf,sdfs/166.sdf
167,AKC_j.ejmech.2020.112493,SYNTHETIC,Paia,163.sdf,sdfs/167.sdf
168,AKC_s00436-020-06832-y,SYNTHETIC,Muito bom para screening,164.sdf,sdfs/168.sdf
169,AKC_acs.jmedchem.0c00705,SYNTHETIC,Fazer screening URGENTE/Muito avançado,165.sdf,sdfs/169.sdf
170,AKC_ijms21186839,SYNTHETIC,,166.sdf,sdfs/170.sdf
171,AKC_D0MD00083C,SYNTHETIC,,167.sdf,sdfs/171.sdf
172,AKC_D0MD00083C,SYNTHETIC,,168.sdf,sdfs/172.sdf
173,AKC_D0MD00083C,SYNTHETIC,,168_2.sdf,sdfs/173.sdf
174,AKC_D0MD00083C,SYNTHETIC,,169.sdf,sdfs/174.sdf
175,AKC_D0MD00083C,SYNTHETIC,,170.sdf,sdfs/175.sdf
176,AKC_D0MD00083C,SYNTHETIC,,171.sdf,sdfs/176.sdf
177,AKC_D0MD00083C,SYNTHETIC,Muito bom para screening,172.sdf,sdfs/177.sdf
178,AKC_j.jgar.2020.02.028,SYNTHETIC,,173.sdf,sdfs/178.sdf
179,AKC_j.ejmech.2020.112418,SYNTHETIC,Muito bom para screening,174.sdf,sdfs/179.sdf
180,AKC_s12639-020-01230-8,NATURAL,,175.sdf,sdfs/180.sdf
181,AKC_D0NJ01206H,SYNTHETIC,Muito bom para screening,176.sdf,sdfs/181.sdf
182,AKC_ardp.201900325,SYNTHETIC,,177.sdf,sdfs/182.sdf
183,AKC_acs.jmedchem.0c00570,SYNTHETIC,Muito bom para screening,178.sdf,sdfs/183.sdf
184,AKC,SYNTHETIC,,179.sdf,sdfs/184.sdf
185,AKC_D0MD00123F,SYNTHETIC,,180.sdf,sdfs/185.sdf
186,AKC_AAC.01766-19,SYNTHETIC,,181.sdf,sdfs/186.sdf
187,AKC_j.ejmech.2016.08.048,SYNTHETIC,Muito bom para screening,182.sdf,sdfs/187.sdf
188,AKC_jhet.3990,SYNTHETIC,,183.sdf,sdfs/188.sdf
189,AKC_acs.jmedchem.9b02016,SYNTHETIC,Paia,184.sdf,sdfs/189.sdf
190,AKC_0103-5053.20200003,SYNTHETIC,,185.sdf,sdfs/190.sdf
191,AKC_cbdv.202000142,SYNTHETIC,,186.sdf,sdfs/191.sdf
192,AKC_S0031182021002079,SYNTHETIC,,187.sdf,sdfs/192.sdf
193,AKC_S0031182021002079,SYNTHETIC,,188.sdf,sdfs/193.sdf
194,AKC,SYNTHETIC,,189.sdf,sdfs/194.sdf
195,AKC,SYNTHETIC,,190.sdf,sdfs/195.sdf
196,AKC,SYNTHETIC,,191.sdf,sdfs/196.sdf
197,AKC_D0RA00287A,SYNTHETIC,,192.sdf,sdfs/197.sdf
198,AKC_s11686-019-00146-5,SYNTHETIC,,193.sdf,sdfs/198.sdf
199,AKC_ardp.201900241,SYNTHETIC,,194.sdf,sdfs/199.sdf
200,AKC_molecules25030465,SYNTHETIC,,195.sdf,sdfs/200.sdf
201,AKC_j.cbi.2019.108850,SYNTHETIC,,196.sdf,sdfs/201.sdf
202,AKC_1871526518666181113114820,SYNTHETIC,,197.sdf,sdfs/202.sdf
203,AKC_1568026620666200616142120,SYNTHETIC,,198.sdf,sdfs/203.sdf
204,AKC_cbdd.12112,SYNTHETIC,,199.sdf,sdfs/204.sdf
205,AKC_j.ejmech.2019.111742,SYNTHETIC,,200.sdf,sdfs/205.sdf
206,AKC_jphp.1316,SYNTHETIC,,201.sdf,sdfs/206.sdf
207,AKC_j.ejmech.2019.111688,SYNTHETIC,,202.sdf,sdfs/207.sdf
208,AKC_biom9110643,SYNTHETIC,,203.sdf,sdfs/208.sdf
209,AKC_j.bjp.2019.08.002,SYNTHETIC,,204.sdf,sdfs/209.sdf
210,AKC_j.bioorg.2019.103274,SYNTHETIC,,205.sdf,sdfs/210.sdf
211,AKC_j.ejmech.2019.07.010,SYNTHETIC,,206.sdf,sdfs/211.sdf
212,AKC_j.ijantimicag.2019.07.013,SYNTHETIC,,207.sdf,sdfs/212.sdf
213,AKC_j.ejmech.2019.06.051,SYNTHETIC,Muito bom para screening,208.sdf,sdfs/213.sdf
214,AKC_j.ejmech.2019.06.051,SYNTHETIC,,209.sdf,sdfs/214.sdf
215,AKC_acs.jnatprod.9b00632,SYNTHETIC,,210.sdf,sdfs/215.sdf
216,AKC_j.bmc.2019.07.009,SYNTHETIC,,211.sdf,sdfs/216.sdf
217,AKC_j.bmc.2019.07.009,SYNTHETIC,,212.sdf,sdfs/217.sdf
218,AKC_acs.jmedchem.9b00628,SYNTHETIC,Muito bom para screening,213.sdf,sdfs/218.sdf
219,AKC_j.exppara.2019.04.003,SYNTHETIC,,214.sdf,sdfs/219.sdf
220,AKC_ardp.201800299,SYNTHETIC,,215.sdf,sdfs/220.sdf
221,AKC_j.bbamem.2019.03.006,NATURAL,,216.sdf,sdfs/221.sdf
222,AKC_j.ejmech.2019.03.032,SYNTHETIC,,217.sdf,sdfs/222.sdf
223,AKC_j.ejmech.2019.03.007,SYNTHETIC,,218.sdf,sdfs/223.sdf
224,AKC_j.ejmech.2019.03.007,SYNTHETIC,,219.sdf,sdfs/224.sdf
225,AKC_j.parint.2019.02.006,SYNTHETIC,,220.sdf,sdfs/225.sdf
226,AKC_S0031182019000052,SYNTHETIC,Artigo Bloqueado,221.sdf,sdfs/226.sdf
227,AKC_S0031182019000052,SYNTHETIC,Artigo Bloqueado,222.sdf,sdfs/227.sdf
228,AKC_AAC.02200-18,SYNTHETIC,,223.sdf,sdfs/228.sdf
229,AKC_ardp.201800281,SYNTHETIC,,224.sdf,sdfs/229.sdf
230,AKC_acs.jnatprod.8b00884,SYNTHETIC,Muito bom para screening,225.sdf,sdfs/230.sdf
231,AKC_j.parint.2018.12.006,SYNTHETIC,Muito bom para screening,226.sdf,sdfs/231.sdf
232,AKC_j.parint.2018.12.006,SYNTHETIC,Muito bom para screening,226_2.sdf,sdfs/232.sdf
233,AKC_j.parint.2018.12.006,SYNTHETIC,Muito bom para screening,226_3.sdf,sdfs/233.sdf
234,AKC_j.parint.2018.12.006,SYNTHETIC,Muito bom para screening,226_4.sdf,sdfs/234.sdf
235,AKC_j.exppara.2019.01.011,SYNTHETIC,,227.sdf,sdfs/235.sdf
236,AKC_j.actatropica.2018.12.036,SYNTHETIC,,228.sdf,sdfs/236.sdf
237,AKC_j.jmgm.2018.11.014,SYNTHETIC,,229.sdf,sdfs/237.sdf
238,AKC_j.bioorg.2018.11.037,SYNTHETIC,Muito bom para screening,230.sdf,sdfs/238.sdf
239,AKC_j.bioorg.2018.10.059,NATURAL,,231.sdf,sdfs/239.sdf
240,AKC_j.bioorg.2018.10.028,SYNTHETIC,,232.sdf,sdfs/240.sdf
241,AKC_j.ejmech.2018.12.034,SYNTHETIC,,233.sdf,sdfs/241.sdf
242,AKC_j.ejmech.2018.10.065,SYNTHETIC,,234.sdf,sdfs/242.sdf
243,AKC_journal.pntd.0007643,NATURAL,,N1.sdf,sdfs/243.sdf
244,AKC_C8MD00475G,SYNTHETIC,Muito bom para screening,235.sdf,sdfs/244.sdf
245,AKC_journal.pntd.0006930,SYNTHETIC,paia,236.sdf,sdfs/245.sdf
246,AKC_j.exppara.2018.10.007,SYNTHETIC,,237.sdf,sdfs/246.sdf
247,AKC_j.biopha.2018.10.012,SYNTHETIC,Fazer screening URGENTE,238.sdf,sdfs/247.sdf
248,AKC_molecules23123160,NATURAL,,239.sdf,sdfs/248.sdf
249,AKC_s40409-018-0174-7,SYNTHETIC,,240.sdf,sdfs/249.sdf
250,AKC_journal.pone.0206920,SYNTHETIC,Fazer screening URGENTE,241.sdf,sdfs/250.sdf
251,AKC_j.ijbiomac.2018.08.019,SYNTHETIC,Fazer screening URGENTE,242.sdf,sdfs/251.sdf
252,AKC,DRUG,,243.sdf,sdfs/252.sdf
253,AKC_j.biopha.2018.07.056,SYNTHETIC,,245.sdf,sdfs/253.sdf
254,AKC_s40409-018-0164-9,SYNTHETIC,,246.sdf,sdfs/254.sdf
255,AKC_j.cbi.2018.08.003,SYNTHETIC,,247.sdf,sdfs/255.sdf
256,AKC_j.ejps.2018.06.023,SYNTHETIC,,248.sdf,sdfs/256.sdf
257,AKC_jac/dky229,SYNTHETIC,,249.sdf,sdfs/257.sdf
258,AKC_AAC.00079-18,SYNTHETIC,Paia,250.sdf,sdfs/258.sdf
259,AKC_j.jgar.2018.05.007,DRUG,,251.sdf,sdfs/259.sdf
260,AKC_cbdd.13326,SYNTHETIC,Muito bom para screening,252.sdf,sdfs/260.sdf
261,AKC_s40409-018-0156-9,SYNTHETIC,,253.sdf,sdfs/261.sdf
262,AKC_s40409-0,SYNTHETIC,,254.sdf,sdfs/262.sdf
263,AKC_s40409-0,SYNTHETIC,,255.sdf,sdfs/263.sdf
264,AKC_ardp.201800094,SYNTHETIC,Paia,256.sdf,sdfs/264.sdf
265,AKC_cmdc.201800328,SYNTHETIC,,257.sdf,sdfs/265.sdf
266,AKC_acsmedchemlett.8b00053,SYNTHETIC,,258.sdf,sdfs/266.sdf
267,AKC_acsmedchemlett.8b00053,SYNTHETIC,Muito bom para screening,259.sdf,sdfs/267.sdf
268,AKC_j.fitote.2018.05.027,NATURAL,,260.sdf,sdfs/268.sdf
269,AKC_j.actatropica.2018.03.023,SYNTHETIC,,261.sdf,sdfs/269.sdf
270,AKC_j.actatropica.2018.03.023,SYNTHETIC,,262.sdf,sdfs/270.sdf
271,AKC_j.ejmech.2018.05.014,SYNTHETIC,,263.sdf,sdfs/271.sdf
272,AKC_j.exppara.2018.04.017,SYNTHETIC,,264.sdf,sdfs/272.sdf
273,AKC_j.ejmech.2018.04.033,SYNTHETIC,,265.sdf,sdfs/273.sdf
274,AKC_AAC.37.12.2550,NATURAL,,266.sdf,sdfs/274.sdf
275,AKC_AAC.43.5.1234,NATURAL,,267.sdf,sdfs/275.sdf
276,AKC_j.bmc.2005.10.005,SYNTHETIC,,268.sdf,sdfs/276.sdf
277,AKC_s00284-009-9447-2,SYNTHETIC,,269.sdf,sdfs/277.sdf
278,AKC_j.bmcl.2016,NATURAL,,270.sdf,sdfs/278.sdf
279,AKC_molecules190913251,SYNTHETIC,,271.sdf,sdfs/279.sdf
280,AKC_s00044-017-1846-5,SYNTHETIC,,272.sdf,sdfs/280.sdf
281,AKC_j.ijantimicag.2016.09.018,SYNTHETIC,,273.sdf,sdfs/281.sdf
282,AKC_jm401893j,SYNTHETIC,,274.sdf,sdfs/282.sdf
283,AKC_jm401893j,SYNTHETIC,,274_2.sdf,sdfs/283.sdf
284,AKC_j.bmcl.2013.09.047,SYNTHETIC,,275.sdf,sdfs/284.sdf
285,AKC_j.ejmech.2016.12.017,SYNTHETIC,,276.sdf,sdfs/285.sdf
286,AKC_j.bmcl.2017.04.010,SYNTHETIC,,277.sdf,sdfs/286.sdf
287,AKC_j.ejmech.2018.03.014,SYNTHETIC,,278.sdf,sdfs/287.sdf
288,AKC_j.bmcl.2018.02.023,SYNTHETIC,,279.sdf,sdfs/288.sdf
289,AKC_journal.pntd.0007235,SYNTHETIC,,280.sdf,sdfs/289.sdf
290,AKC_s40883-018-0045-3,SYNTHETIC,,281.sdf,sdfs/290.sdf
291,AKC_j.phytol.2011.08.001,SYNTHETIC,,282.sdf,sdfs/291.sdf
292,AKC_slct.201703095,SYNTHETIC,,283.sdf,sdfs/292.sdf
293,AKC_j.ejpb.2013.08.014,SYNTHETIC,Muito bom para screening,284.sdf,sdfs/293.sdf
294,AKC_s00436-017-5713-6,SYNTHETIC,,285.sdf,sdfs/294.sdf
295,AKC_cbdd.13088,SYNTHETIC,Muito bom para screening,286.sdf,sdfs/295.sdf
296,AKC_cbdd.13088,SYNTHETIC,Muito bom para screening,286_2.sdf,sdfs/296.sdf
297,AKC_s00044-017-2076-6,SYNTHETIC,,287.sdf,sdfs/297.sdf
298,AKC_s00044-017-2076-6,SYNTHETIC,,288.sdf,sdfs/298.sdf
299,AKC_acs.jnatprod.7b00876,SYNTHETIC,,289.sdf,sdfs/299.sdf
